NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
H2AC12	1	ENSG00000274997	
H2AC13	1	ENSG00000196747	
DENND5B-AS1	1	ENSG00000255867	
CREB3L3	1	ENSG00000060566	
PRR20G	1	ENSG00000239620	
MYC	1	ENSG00000136997	
MS4A15	1	ENSG00000166961	
PLCE1	1	ENSG00000138193	
MS4A12	1	ENSG00000071203	
LINC01505	1	ENSG00000234323	
LINC02830	1	ENSG00000224899	
BVES	1	ENSG00000112276	
MS4A10	1	ENSG00000172689	
LINC02832	1	ENSG00000227308	
CHGB	1	ENSG00000089199	
ANKS1B	1	ENSG00000185046	
LINC02831	1	ENSG00000224173	
NKX2-8	1	ENSG00000136327	
UNC5C-AS1	1	ENSG00000271474	
OR1J4	1	ENSG00000239590	
OR1J1	1	ENSG00000136834	
FAM78B-AS1	1	ENSG00000203307	
DKK1	1	ENSG00000107984	
EPIST	1	ENSG00000249082	
GPR84-AS1	2	ENSG00000258086:ENSG00000258137	
SULT2B1	1	ENSG00000088002	
DKK4	1	ENSG00000104371	
CPED1	1	ENSG00000106034	
ABCA10	1	ENSG00000154263	
LINC02827	1	ENSG00000236908	
LINC02829	1	ENSG00000229274	
TYRO3	1	ENSG00000092445	
FAM230G	1	ENSG00000188280	
CDKN2B-AS1	1	ENSG00000240498	
MAGEA9B	1	ENSG00000267978	
ENSG00000286743	1	ENSG00000286743	
NKX2-1	1	ENSG00000136352	
PLCG2	1	ENSG00000197943	
LINC01524	1	ENSG00000234948	
LINC02857	1	ENSG00000230852	
NKX2-3	1	ENSG00000119919	
NKX2-2	1	ENSG00000125820	
GSDMC	1	ENSG00000147697	
DNAH12	1	ENSG00000174844	
CHKB	1	ENSG00000100288	
GSDMA	1	ENSG00000167914	
SLC12A9-AS1	1	ENSG00000236305	
DNAH14	1	ENSG00000185842	
SLC16A12	1	ENSG00000152779	
ERVH-1	1	ENSG00000251292	
TMEM196	1	ENSG00000173452	
TMEM198	1	ENSG00000188760	
SLC6A6	1	ENSG00000131389	
CPEB1	1	ENSG00000214575	
H2AC25	1	ENSG00000181218	
SLC6A9	1	ENSG00000196517	
LINC01517	1	ENSG00000232624	
LINC01518	1	ENSG00000233515	
PNOC	1	ENSG00000168081	
H2AC21	1	ENSG00000184270	
PCSK6-AS1	1	ENSG00000259764	
LINC02840	1	ENSG00000224893	
LINC01511	1	ENSG00000250584	
CDK15	1	ENSG00000138395	
MEI1	1	ENSG00000167077	
HRCT1	1	ENSG00000196196	
MS4A4E	1	ENSG00000214787	
SLC6A2	1	ENSG00000103546	
GLI3	1	ENSG00000106571	
SLC6A3	1	ENSG00000142319	
MS4A4A	1	ENSG00000110079	
CHL1	1	ENSG00000134121	
ENSG00000286718	1	ENSG00000286718	
RNF151	1	ENSG00000179580	
RNF150	1	ENSG00000170153	
GPRASP1	1	ENSG00000198932	
RNF152	1	ENSG00000176641	
SNAP47-AS1	1	ENSG00000230005	
SLC2A13	1	ENSG00000151229	
SLC2A12	1	ENSG00000146411	
TACR2	1	ENSG00000075073	
EN2	1	ENSG00000164778	
EN1	1	ENSG00000163064	
TACR3	1	ENSG00000169836	
TMEM171	1	ENSG00000157111	
TACR1	1	ENSG00000115353	
BARX1-DT	1	ENSG00000235601	
RIPPLY1	1	ENSG00000147223	
FCER2	1	ENSG00000104921	
RIPPLY3	1	ENSG00000183145	
TMEM179	1	ENSG00000258986	
SLCO4A1	1	ENSG00000101187	
COL21A1	1	ENSG00000124749	
NPSR1	1	ENSG00000187258	
TMEM160	1	ENSG00000130748	
FIGN	1	ENSG00000182263	
PPP4R3B-DT	1	ENSG00000272606	
GCNT2	1	ENSG00000111846	
GCNT3	1	ENSG00000140297	
GCNT4	1	ENSG00000176928	
LINC02814	1	ENSG00000236975	
LINC02813	1	ENSG00000225334	
F12	1	ENSG00000131187	
GUCA2B	1	ENSG00000044012	
SULF1	1	ENSG00000137573	
POU4F1	1	ENSG00000152192	
GUCA2A	1	ENSG00000197273	
TMEM156	1	ENSG00000121895	
GPR143	1	ENSG00000101850	
TMEM158	1	ENSG00000249992	
GPR142	1	ENSG00000257008	
EEF1AKMT4	1	ENSG00000284753	
SLCO4C1	1	ENSG00000173930	
CERNA3	1	ENSG00000253603	
GPR149	1	ENSG00000174948	
MSRB3	1	ENSG00000174099	
ANKRD65	1	ENSG00000235098	
FILIP1	1	ENSG00000118407	
ANKRD62	1	ENSG00000181626	
SLC28A2	1	ENSG00000137860	
PLCD4	1	ENSG00000115556	
PLCD1	1	ENSG00000187091	
ZNF575	1	ENSG00000176472	
SLC28A3	1	ENSG00000197506	
LINC01593	1	ENSG00000231221	
LINC01594	1	ENSG00000225328	
CHPF	1	ENSG00000123989	
ANKRD35	1	ENSG00000198483	
ANKRD33	1	ENSG00000167612	
LINC01592	1	ENSG00000253658	
HJURP	1	ENSG00000123485	
FAM107A	1	ENSG00000168309	
LOC124901296	1	ENSG00000225173	
SLC14A2-AS1	1	ENSG00000267097	
BEST2	1	ENSG00000039987	
DACH2	1	ENSG00000126733	
BEST3	1	ENSG00000127325	
SERTM1	1	ENSG00000180440	
FAM107B	1	ENSG00000065809	
BEST4	1	ENSG00000142959	
DACH1	1	ENSG00000276644	
CHP2	1	ENSG00000166869	
CHP1	1	ENSG00000187446	
PHLDA2	1	ENSG00000181649	
LZTS1	1	ENSG00000061337	
PHLDA1	1	ENSG00000139289	
MIR497HG	1	ENSG00000267532	
VSTM2A-OT1	1	ENSG00000224223	
LZTS3	1	ENSG00000088899	
CD177	1	ENSG00000204936	
RNF43	1	ENSG00000108375	
LINC01583	1	ENSG00000259518	
SLC15A1	1	ENSG00000088386	
CD180	1	ENSG00000134061	
SYPL2	1	ENSG00000143028	
CYS1	1	ENSG00000205795	
CLIP3	1	ENSG00000105270	
DISP2	1	ENSG00000140323	
CLIP4	1	ENSG00000115295	
ERP27	1	ENSG00000139055	
MALAT1	1	ENSG00000251562	
NUTM2F	1	ENSG00000130950	
NUTM2B	1	ENSG00000188199	
CEMIP	1	ENSG00000103888	
PAUPAR	1	ENSG00000281880	
GPR119	1	ENSG00000147262	
ABHD3	1	ENSG00000158201	
GLB1L3	1	ENSG00000166105	
NEUROD1	1	ENSG00000162992	
NDN	1	ENSG00000182636	
NDP	1	ENSG00000124479	
STRA6	1	ENSG00000137868	
CD160	1	ENSG00000117281	
ASNS	1	ENSG00000070669	
CYBRD1	1	ENSG00000071967	
NEB	1	ENSG00000183091	
RLN2	1	ENSG00000107014	
RNF182	1	ENSG00000180537	
ZNF536	1	ENSG00000198597	
TDRD10	1	ENSG00000163239	
RNF183	1	ENSG00000165188	
DPP10	1	ENSG00000175497	
LINC02881	1	ENSG00000277288	
EIF4E3	1	ENSG00000163412	
LINC02882	1	ENSG00000251138	
BNC2	1	ENSG00000173068	
ADRA1B	1	ENSG00000170214	
ADRA1A	1	ENSG00000120907	
TREM1	1	ENSG00000124731	
SGCE	1	ENSG00000127990	
DNMT3L	1	ENSG00000142182	
SGCA	1	ENSG00000108823	
DNMT3B	1	ENSG00000088305	
CNGA1	1	ENSG00000198515	
CNGA3	1	ENSG00000144191	
LINC01549	1	ENSG00000232560	
LINC02873	1	ENSG00000175728	
SGCG	1	ENSG00000102683	
INSL5	1	ENSG00000172410	
INSL4	1	ENSG00000120211	
LINC02875	1	ENSG00000187013	
LINC02870	1	ENSG00000180066	
NGB	1	ENSG00000165553	
KCNAB1	1	ENSG00000169282	
ADRA2A	1	ENSG00000150594	
ENSG00000284948	1	ENSG00000284948	
SCGB2A1	1	ENSG00000124939	
ASPG	1	ENSG00000166183	
LINC02866	1	ENSG00000253665	
LINC01537	1	ENSG00000227467	
LINC02868	1	ENSG00000203864	
PKHD1L1	1	ENSG00000205038	
VSTM2A	1	ENSG00000170419	
LINC01531	1	ENSG00000205786	
ASPA	1	ENSG00000108381	
SMPDL3A	1	ENSG00000172594	
TRHDE-AS1	1	ENSG00000236333	
LINC01532	1	ENSG00000267014	
CNGB1	1	ENSG00000070729	
GATA3-AS1	1	ENSG00000197308	
LINC02864	1	ENSG00000263711	
CX3CR1	1	ENSG00000168329	
LINC01571	1	ENSG00000260057	
LINC01572	1	ENSG00000261008	
NLGN1	1	ENSG00000169760	
C19orf81	1	ENSG00000235034	
GLS2	1	ENSG00000135423	
ITLN1	1	ENSG00000179914	
MAP3K20-AS1	1	ENSG00000238133	
SCYGR10	1	ENSG00000284622	
CD44-AS1	1	ENSG00000255443	
RNF39	1	ENSG00000204618	
MROH9	1	ENSG00000117501	
MROH6	1	ENSG00000204839	
LINC01564	1	ENSG00000235899	
IRX2	1	ENSG00000170561	
ERVMER34-1	1	ENSG00000226887	
IRX5	1	ENSG00000176842	
KCNIP1	1	ENSG00000182132	
IRX6	1	ENSG00000159387	
IRX3	1	ENSG00000177508	
IRX4	1	ENSG00000113430	
PLCL2	1	ENSG00000154822	
KCNIP4	1	ENSG00000185774	
KCNJ14	1	ENSG00000182324	
KCNJ15	1	ENSG00000157551	
KCNJ16	1	ENSG00000153822	
MND1	1	ENSG00000121211	
SVOPL	1	ENSG00000157703	
CPMER	1	ENSG00000227838	
RHEBL1	1	ENSG00000167550	
LINC02884	1	ENSG00000231246	
CBLN2	1	ENSG00000141668	
LINC01555	1	ENSG00000180869	
LINC01556	1	ENSG00000204709	
GLTP	1	ENSG00000139433	
VIPR1	1	ENSG00000114812	
VIPR2	1	ENSG00000106018	
PDE9A-AS1	1	ENSG00000225731	
ACSM5	1	ENSG00000183549	
AQP5-AS1	1	ENSG00000257588	
EDNRA	1	ENSG00000151617	
SOX1	1	ENSG00000182968	
JDP2-AS1	1	ENSG00000259319	
CA3-AS1	1	ENSG00000253549	
SOX9	1	ENSG00000125398	
SOX4	1	ENSG00000124766	
HABP2	1	ENSG00000148702	
SLCO1B3-SLCO1B7	1	ENSG00000257046	
ACSL6	1	ENSG00000164398	
IQCF1	1	ENSG00000173389	
COL8A1	1	ENSG00000144810	
EPIC1	1	ENSG00000224271	
CD101	1	ENSG00000134256	
BEX4	1	ENSG00000102409	
NECAB1	1	ENSG00000123119	
GPM6A	1	ENSG00000150625	
DUXAP8	1	ENSG00000206195	
BEX1	1	ENSG00000133169	
ENSG00000287156	1	ENSG00000287156	
PDE1C	1	ENSG00000154678	
HEPACAM	1	ENSG00000165478	
CYP27B1	1	ENSG00000111012	
GNG10	1	ENSG00000242616	
OTOG	1	ENSG00000188162	
SLC2A9-AS1	1	ENSG00000250413	
FAM180B	1	ENSG00000196666	
IRX2-DT	1	ENSG00000186493	
GPM6B	1	ENSG00000046653	
SLC18A2-AS1	1	ENSG00000225936	
SNHG1	1	ENSG00000255717	
NMB	1	ENSG00000197696	
DTNA	1	ENSG00000134769	
CARMIL3	1	ENSG00000186648	
CBLIF	1	ENSG00000134812	
ENSG00000287164	1	ENSG00000287164	
TREX2	1	ENSG00000183479	
PDE2A	1	ENSG00000186642	
IGFL2	1	ENSG00000204866	
RAB39B	1	ENSG00000155961	
IGFL3	1	ENSG00000188624	
IGFL1	1	ENSG00000188293	
SNHG4	1	ENSG00000281398	
GNG13	1	ENSG00000127588	
SCARNA9	1	ENSG00000254911	
IGFL4	1	ENSG00000204869	
NMU	1	ENSG00000109255	
CORO6	1	ENSG00000167549	
PDE3A	1	ENSG00000172572	
ITM2A	1	ENSG00000078596	
IQANK1	1	ENSG00000203499	
ITM2C	1	ENSG00000135916	
ACVRL1	1	ENSG00000139567	
CLIC5	1	ENSG00000112782	
CLIC3	1	ENSG00000169583	
LINC00184	1	ENSG00000224939	
MIR137HG	1	ENSG00000225206	
STAB2	1	ENSG00000136011	
KRT24	1	ENSG00000167916	
KRT23	1	ENSG00000108244	
KRT20	1	ENSG00000171431	
GLIPR2	1	ENSG00000122694	
KRT27	1	ENSG00000171446	
STAB1	1	ENSG00000010327	
KRT25	1	ENSG00000204897	
ANKRD1	1	ENSG00000148677	
TNFAIP8L3	1	ENSG00000183578	
AVPR1B	1	ENSG00000198049	
ENSG00000229261	1	ENSG00000229261	
KRT35	1	ENSG00000197079	
AMPD1	1	ENSG00000116748	
KRT34	1	ENSG00000131737	
KRT32	1	ENSG00000108759	
KREMEN2	1	ENSG00000131650	
KRT31	1	ENSG00000094796	
PALD1	1	ENSG00000107719	
NAALADL1	1	ENSG00000168060	
MPPED1	1	ENSG00000186732	
B3GNT7	1	ENSG00000156966	
KRT38	1	ENSG00000171360	
B3GNT6	1	ENSG00000198488	
KRT37	1	ENSG00000108417	
MPPED2	1	ENSG00000066382	
RDH5	1	ENSG00000135437	
FAM181B	1	ENSG00000182103	
SGK1	1	ENSG00000118515	
SGK2	1	ENSG00000101049	
SLC20A1	1	ENSG00000144136	
CXCR5	1	ENSG00000160683	
AKAP6	1	ENSG00000151320	
LYZL2	1	ENSG00000151033	
AKAP5	1	ENSG00000179841	
AKAP4	1	ENSG00000147081	
LYZL4	1	ENSG00000157093	
LILRA4	1	ENSG00000239961	
NPW	1	ENSG00000183971	
NPY	1	ENSG00000122585	
IQSEC3-AS1	1	ENSG00000256540	
CORIN	1	ENSG00000145244	
CA12	1	ENSG00000074410	
CA10	1	ENSG00000154975	
PCP4L1	1	ENSG00000248485	
KRT13	1	ENSG00000171401	
C2-AS1	1	ENSG00000281756	
LILRB5	1	ENSG00000105609	
LBX2	1	ENSG00000179528	
TPPP2	1	ENSG00000179636	
FAP	1	ENSG00000078098	
KRT17	1	ENSG00000128422	
KRT16	1	ENSG00000186832	
KRT15	1	ENSG00000171346	
BMAL2	1	ENSG00000029153	
TRIP13	1	ENSG00000071539	
CDK5R2	1	ENSG00000171450	
TOMM5	1	ENSG00000175768	
NEUROG2	1	ENSG00000178403	
MAGEB17	1	ENSG00000182798	
STUB1-DT	1	ENSG00000260394	
PCAT1	1	ENSG00000253438	
TMEM145	1	ENSG00000167619	
MALRD1	1	ENSG00000204740	
KRT6C	1	ENSG00000170465	
CA14	1	ENSG00000118298	
KRT6B	1	ENSG00000185479	
KRT6A	1	ENSG00000205420	
UNC5CL	1	ENSG00000124602	
SDK1-AS1	1	ENSG00000236708	
SPNS3	1	ENSG00000182557	
SPNS2	1	ENSG00000183018	
TOMM34	1	ENSG00000025772	
KRT78	1	ENSG00000170423	
KRT75	1	ENSG00000170454	
TMEM130	1	ENSG00000166448	
KRT74	1	ENSG00000170484	
LMX1A	1	ENSG00000162761	
KLRF1	1	ENSG00000150045	
KLRF2	1	ENSG00000256797	
RELL2	1	ENSG00000164620	
PDE9A	1	ENSG00000160191	
NECTIN4-AS1	1	ENSG00000228917	
KLRB1	1	ENSG00000111796	
HPCA	1	ENSG00000121905	
CPLX1	1	ENSG00000168993	
DNAJC28	1	ENSG00000177692	
HHATL-AS1	1	ENSG00000230970	
ALDH3B2	1	ENSG00000132746	
ASIC4	1	ENSG00000072182	
GRAMD1A-AS1	1	ENSG00000269303	
SOHLH1	1	ENSG00000165643	
SOHLH2	1	ENSG00000120669	
STAP1	1	ENSG00000035720	
OTX2	1	ENSG00000165588	
OTX1	1	ENSG00000115507	
KLRC1	1	ENSG00000134545	
ASIC1	1	ENSG00000110881	
ACBD7	1	ENSG00000176244	
BTNL8	1	ENSG00000113303	
EPHX2	1	ENSG00000120915	
HSPA6	1	ENSG00000173110	
EPHX4	1	ENSG00000172031	
EPHX3	1	ENSG00000105131	
BTNL3	1	ENSG00000168903	
HSPA2	1	ENSG00000126803	
BTNL2	1	ENSG00000204290	
MRGBP	1	ENSG00000101189	
DLG2	1	ENSG00000150672	
GDNF	1	ENSG00000168621	
FEV	1	ENSG00000163497	
TGFBI	1	ENSG00000120708	
PALS2	1	ENSG00000105926	
OR2A5	1	ENSG00000221836	
CXCL6	1	ENSG00000124875	
DOCK3	1	ENSG00000088538	
CXCL8	1	ENSG00000169429	
HSPB6	1	ENSG00000004776	
LRRC74A	1	ENSG00000100565	
HSPB8	1	ENSG00000152137	
HSPB7	1	ENSG00000173641	
ELAVL4	1	ENSG00000162374	
LMOD1	1	ENSG00000163431	
FOXP4-AS1	1	ENSG00000234753	
FRMD6-AS2	1	ENSG00000258537	
CXCL1	1	ENSG00000163739	
KAAG1	1	ENSG00000146049	
HSPB3	1	ENSG00000169271	
CXCL3	1	ENSG00000163734	
CXCL2	1	ENSG00000081041	
CXCL5	1	ENSG00000163735	
ELAVL3	1	ENSG00000196361	
TMEM100	1	ENSG00000166292	
UPK1A	1	ENSG00000105668	
CA5A	1	ENSG00000174990	
TMEM105	1	ENSG00000185332	
GAS6-AS1	1	ENSG00000233695	
TMEM108	1	ENSG00000144868	
SPEG	1	ENSG00000072195	
TSHB	1	ENSG00000134200	
FGB	1	ENSG00000171564	
FGA	1	ENSG00000171560	
EGFL6	1	ENSG00000198759	
MRGPRX2	1	ENSG00000183695	
FGG	1	ENSG00000171557	
BBOX1-AS1	1	ENSG00000254560	
TESC-AS1	1	ENSG00000258285	
HPDL	1	ENSG00000186603	
GCSAML	1	ENSG00000169224	
PTPRT-DT	1	ENSG00000233508	
PDE5A	1	ENSG00000138735	
KCNA10	1	ENSG00000143105	
RGS18	1	ENSG00000150681	
KRT80	1	ENSG00000167767	
HPGD	1	ENSG00000164120	
CD163L1	1	ENSG00000177675	
RGS13	1	ENSG00000127074	
RGS16	1	ENSG00000143333	
PALM3	1	ENSG00000187867	
IER5L	1	ENSG00000188483	
PRELP	1	ENSG00000188783	
RBAKDN	1	ENSG00000273313	
RPH3AL-AS1	1	ENSG00000262061	
KRT85	1	ENSG00000135443	
KRT84	1	ENSG00000161849	
DLL3	1	ENSG00000090932	
KRT83	1	ENSG00000170523	
ACAN	1	ENSG00000157766	
SLC22A18AS	1	ENSG00000254827	
KLRG2	1	ENSG00000188883	
RGS20	1	ENSG00000147509	
RGS22	1	ENSG00000132554	
PDE6A	1	ENSG00000132915	
CMTM5	1	ENSG00000166091	
PCARE	1	ENSG00000179270	
ARID3A	1	ENSG00000116017	
PANTR1	1	ENSG00000233639	
TSPEAR	1	ENSG00000175894	
MEIS2	1	ENSG00000134138	
TICRR	1	ENSG00000140534	
MEIS1	1	ENSG00000143995	
PDE7B	1	ENSG00000171408	
MAGEA3-DT	1	ENSG00000287394	
LINC01871	1	ENSG00000235576	
PRMT5-AS1	1	ENSG00000237054	
NTRAS	1	ENSG00000227764	
ISM2	1	ENSG00000100593	
PLS1-AS1	1	ENSG00000239641	
SPIB	1	ENSG00000269404	
SPIC	1	ENSG00000166211	
TRIM36-IT1	1	ENSG00000250472	
MEIOSIN	1	ENSG00000237452	
LINC00538	1	ENSG00000281664	
LINC00534	1	ENSG00000253394	
PKNOX2	1	ENSG00000165495	
KCNQ5-DT	1	ENSG00000285844	
SLC5A4-AS1	1	ENSG00000242082	
EVX1-AS	1	ENSG00000253405	
MCEMP1	1	ENSG00000183019	
RBMS3-AS3	1	ENSG00000235904	
FAM157D	1	ENSG00000282572	
CRAT37	1	ENSG00000258551	
LINC01855	1	ENSG00000267517	
LINC00524	1	ENSG00000259023	
LINC00525	1	ENSG00000146666	
CDCA3	1	ENSG00000111665	
CRABP2	1	ENSG00000143320	
CDCA5	1	ENSG00000146670	
KCNMB2-AS1	1	ENSG00000237978	
CDCA7	1	ENSG00000144354	
PLA2G3	1	ENSG00000100078	
GATA4	1	ENSG00000136574	
PLA2G5	1	ENSG00000127472	
SULT1A1	1	ENSG00000196502	
SCGB1D2	1	ENSG00000124935	
PDGFD	1	ENSG00000170962	
EPB41L3	1	ENSG00000082397	
PRELID3A	1	ENSG00000141391	
SULT1A2	1	ENSG00000197165	
CIROP	1	ENSG00000283654	
SYNM-AS2	1	ENSG00000261054	
FUCA1	1	ENSG00000179163	
CYP4F8	1	ENSG00000186526	
SULT1B1	1	ENSG00000173597	
RNF225	1	ENSG00000269855	
RNF224	1	ENSG00000233198	
TTC32-DT	1	ENSG00000271991	
CILP	1	ENSG00000138615	
FOXL2NB	1	ENSG00000206262	
LINC01873	1	ENSG00000232164	
SFTA2	1	ENSG00000196260	
ANXA8L1	1	ENSG00000264230	
LRRC10B	1	ENSG00000204950	
HOXC13	1	ENSG00000123364	
HOXC12	1	ENSG00000123407	
HOXC11	1	ENSG00000123388	
SULT1C3	1	ENSG00000196228	
PANX2	1	ENSG00000073150	
SULT1C2	1	ENSG00000198203	
TIFAB	1	ENSG00000255833	
SMPD1	1	ENSG00000166311	
LINC01828	1	ENSG00000235885	
OLR1	1	ENSG00000173391	
CSN1S1	1	ENSG00000126545	
TPSAB1	1	ENSG00000172236	
DLGAP2	1	ENSG00000198010	
ZBTB7C-AS1	1	ENSG00000286583	
ZNF483	1	ENSG00000173258	
TPSG1	1	ENSG00000116176	
RPS21-DT	1	ENSG00000273619	
SPHK1	1	ENSG00000176170	
SLC39A10	1	ENSG00000196950	
SLC39A12	1	ENSG00000148482	
SETSIP	1	ENSG00000230667	
ENSG00000248576	1	ENSG00000248576	
LINC01819	1	ENSG00000231826	
SLC7A5	1	ENSG00000103257	
LINC01811	1	ENSG00000226320	
OR52A1	1	ENSG00000182070	
CRB1	1	ENSG00000134376	
ZNF471	1	ENSG00000196263	
FAXC	1	ENSG00000146267	
WNT8B	1	ENSG00000075290	
LERFS	1	ENSG00000234665	
LNCOG	1	ENSG00000257219	
ABCB11	1	ENSG00000073734	
NEURL1B	1	ENSG00000214357	
LINC00518	1	ENSG00000183674	
NRAP	1	ENSG00000197893	
SPP1	1	ENSG00000118785	
LINC01844	1	ENSG00000236714	
LINC00513	1	ENSG00000233559	
ZNF469	1	ENSG00000225614	
LINC01840	1	ENSG00000230215	
ODAM	1	ENSG00000109205	
COL22A1	1	ENSG00000169436	
WNT7B	1	ENSG00000188064	
WNT7A	1	ENSG00000154764	
TMEM270	1	ENSG00000175877	
TMEM271	1	ENSG00000273238	
WT1	1	ENSG00000184937	
LINC01836	1	ENSG00000267530	
ETNK1	1	ENSG00000139163	
RMEL3	1	ENSG00000250961	
LINC00507	1	ENSG00000256193	
LINC01833	1	ENSG00000259439	
GAPLINC	1	ENSG00000266835	
ERVV-2	1	ENSG00000268964	
SIGLEC1	1	ENSG00000088827	
ERVV-1	1	ENSG00000269526	
SIGLEC8	1	ENSG00000105366	
PTF1A	1	ENSG00000168267	
LIMS2	1	ENSG00000072163	
SIGLEC6	1	ENSG00000105492	
MIXL1	1	ENSG00000185155	
ADGRL3	1	ENSG00000150471	
LINC02320	1	ENSG00000258404	
LINC02321	1	ENSG00000258884	
CASC8	1	ENSG00000246228	
REG1B	1	ENSG00000172023	
REG1A	1	ENSG00000115386	
NUDT10	1	ENSG00000122824	
MAGEA6-DT	1	ENSG00000286051	
IBSP	1	ENSG00000029559	
ADORA3	1	ENSG00000282608	
CDKL2	1	ENSG00000138769	
TENM3-AS1	1	ENSG00000177822	
BTN1A1	1	ENSG00000124557	
ADIPOQ	1	ENSG00000181092	
CNPY2	1	ENSG00000257727	
CDC25B	1	ENSG00000101224	
NAAA	1	ENSG00000138744	
SLC27A6	1	ENSG00000113396	
SLC27A5	1	ENSG00000083807	
CDKL1	1	ENSG00000100490	
CHODL	1	ENSG00000154645	
INO80B	1	ENSG00000115274	
REG3A	1	ENSG00000172016	
LINC02341	1	ENSG00000283554	
KHDRBS2	1	ENSG00000112232	
DLX3	1	ENSG00000064195	
LINC01013	1	ENSG00000228495	
DLX4	1	ENSG00000108813	
DLX5	1	ENSG00000105880	
DLX6	1	ENSG00000006377	
SPATA4	1	ENSG00000150628	
CYP2C18	1	ENSG00000108242	
IGSF23	1	ENSG00000216588	
MOBP	1	ENSG00000168314	
EIF4EBP1	1	ENSG00000187840	
ENSG00000227619	1	ENSG00000227619	
SMYD1	1	ENSG00000115593	
LINC02331	1	ENSG00000235269	
HHATL	1	ENSG00000010282	
LINC02332	1	ENSG00000259054	
CORO2B	1	ENSG00000103647	
TMPRSS13	1	ENSG00000137747	
DDX11-AS1	1	ENSG00000245614	
IGSF11	1	ENSG00000144847	
IGSF10	1	ENSG00000152580	
OGN	1	ENSG00000106809	
LCN2	1	ENSG00000148346	
LCN1	1	ENSG00000160349	
EPHA1-AS1	1	ENSG00000229153	
LCN6	1	ENSG00000267206	
PTCSC2	1	ENSG00000236130	
SNAP25	1	ENSG00000132639	
LINC00582	1	ENSG00000229228	
LEAP2	1	ENSG00000164406	
ECI2-DT	1	ENSG00000234817	
ELFN2	1	ENSG00000166897	
TSPAN11	1	ENSG00000110900	
NKPD1	1	ENSG00000179846	
ENSG00000265069	1	ENSG00000265069	
ACP7	1	ENSG00000183760	
ACP4	1	ENSG00000142513	
UGT2A3	1	ENSG00000135220	
PGM5	1	ENSG00000154330	
SMIM14	1	ENSG00000163683	
TMEM255B	1	ENSG00000184497	
TMEM255A	1	ENSG00000125355	
NRG1	1	ENSG00000157168	
NRG2	1	ENSG00000158458	
SEZ6L	1	ENSG00000100095	
C14orf39	1	ENSG00000179008	
MUC5AC	1	ENSG00000215182	
YAE1-DT	1	ENSG00000227172	
NRG3	1	ENSG00000185737	
NRG4	1	ENSG00000169752	
HAND2	1	ENSG00000164107	
MYO3A	1	ENSG00000095777	
HAND1	1	ENSG00000113196	
ITGA8	1	ENSG00000077943	
ITGA7	1	ENSG00000135424	
UGT2B4	1	ENSG00000156096	
SPACA3	1	ENSG00000141316	
LINC01894	1	ENSG00000264345	
LOC285804	1	ENSG00000271820	
SMIM28	1	ENSG00000262543	
BECN2	1	ENSG00000196289	
SLC5A11	1	ENSG00000158865	
CDC45	1	ENSG00000093009	
ZNRF3	1	ENSG00000183579	
CCDC85B	1	ENSG00000175602	
IGF2BP1	1	ENSG00000159217	
IGF2BP3	1	ENSG00000136231	
SMIM32	1	ENSG00000271824	
LINC00592	1	ENSG00000258279	
SMIM36	1	ENSG00000261873	
LINC00595	1	ENSG00000230417	
EXTL3-AS1	1	ENSG00000246339	
PCDH9	1	ENSG00000184226	
NTRK3	1	ENSG00000140538	
KIAA1549L	1	ENSG00000110427	
CYP4B1	1	ENSG00000142973	
TBX5	1	ENSG00000089225	
TBX4	1	ENSG00000121075	
SUGCT	1	ENSG00000175600	
SYT12	1	ENSG00000173227	
MYO1A	1	ENSG00000166866	
TSPAN19	1	ENSG00000231738	
POU2AF1	1	ENSG00000110777	
PCBP2-OT1	1	ENSG00000282977	
SYT10	1	ENSG00000110975	
SMIM43	1	ENSG00000164112	
SMIM45	1	ENSG00000205704	
CPNE9	1	ENSG00000144550	
LINC02287	1	ENSG00000258499	
CPNE8	1	ENSG00000139117	
LINC02289	1	ENSG00000258819	
NPFFR1	1	ENSG00000148734	
CPNE5	1	ENSG00000124772	
CPNE4	1	ENSG00000196353	
HHIP	1	ENSG00000164161	
CPNE7	1	ENSG00000178773	
LDLRAD1	1	ENSG00000203985	
LDLRAD2	1	ENSG00000187942	
LDLRAD3	1	ENSG00000179241	
MIR7-3HG	1	ENSG00000176840	
NUDT3	1	ENSG00000272325	
SPZ1	1	ENSG00000164299	
SLC9A3-AS1	1	ENSG00000225138	
ADGRA1	1	ENSG00000197177	
PPAT	1	ENSG00000128059	
CPNE1	1	ENSG00000214078	
LINC02275	1	ENSG00000248319	
KCTD19	1	ENSG00000168676	
LINC02278	1	ENSG00000251635	
ATP6V1G2	1	ENSG00000213760	
KCNK10	1	ENSG00000100433	
CCDC78	1	ENSG00000162004	
OMD	1	ENSG00000127083	
EGOT	1	ENSG00000235947	
OMG	1	ENSG00000126861	
RIIAD1	1	ENSG00000178796	
KCNK15	1	ENSG00000124249	
UNC93A	1	ENSG00000112494	
MFSD12	1	ENSG00000161091	
NICOL1	1	ENSG00000243449	
ADGRB3	1	ENSG00000135298	
PKD1-AS1	1	ENSG00000259933	
KCTD14	1	ENSG00000151364	
TRIB3	1	ENSG00000101255	
LINC02268	1	ENSG00000248174	
ADCYAP1R1	1	ENSG00000078549	
LPAR1	1	ENSG00000198121	
